EXAMPLE_ID,PREDICTED_SEQUENCE
valid_0152,CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS
valid_0153,PASSIVATION ETCH|STRIP RESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0154,CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS
valid_0155,STRIP RESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0156,STRIP RESIST|CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL
valid_0157,PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0158,CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON
valid_0159,STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0160,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST
valid_0161,STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0162,MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST
valid_0163,DEVELOP PAD WINDOW|PASSIVATION ETCH PAD OPENING|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0164,CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS
valid_0165,STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0166,STRIP PHOTORESIST|CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL
valid_0167,DEVELOP PAD WINDOW|PASSIVATION ETCH PAD OPENING|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0168,CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST
valid_0169,PASSIVATION ETCH|STRIP PHOTORESIST|CLEAN PAD OPENING|MEASURE PAD OPENING|BACKSIDE CLEAN|BACKSIDE GRIND|MEASURE WAFER THICKNESS|BACKSIDE ETCH CLEAN|BACKSIDE RINSE|BACKSIDE DRY|BACKSIDE METALLIZATION PREP|DEPOSIT BACKSIDE METAL|BACKSIDE ANNEAL|MEASURE BACKSIDE CONTACT|FINAL CLEAN|FINAL THICKNESS MEASURE|FINAL GEOMETRY CHECK|FINAL CD INSPECTION|FINAL PARTICLE INSPECTION|ELECTRICAL PARAMETRIC TEST|LEAKAGE TEST|THRESHOLD VOLTAGE TEST|SWITCHING TEST|WAFER SORT TEST|YIELD ANALYSIS|FINAL LOT RELEASE|SHIP LOT
valid_0170,CLEAN AFTER VIA ETCH|MEASURE VIA CD|DEPOSIT BARRIER METAL|DEPOSIT METAL SEED|FILL VIA METAL|CMP VIA FILL|MEASURE CONTACT RESISTANCE|DEPOSIT TOP METAL|ANNEAL METAL|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS|SPIN COAT PHOTORESIST|SOFT BAKE|ALIGN MASK LEVEL 1|EXPOSE LITHO LEVEL 1|DEVELOP PHOTORESIST|PATTERN INSPECTION LEVEL 1|OXIDE ETCH|STRIP RESIST|CLEAN AFTER ETCH|MEASURE OPENING CD|IMPLANT WELL|PRE ANNEAL CHECK|DRIVE IN DIFFUSION|RAPID THERMAL ANNEAL|MEASURE JUNCTION DEPTH|THERMAL OXIDATION|GATE OXIDE PREP|GATE OXIDE GROWTH|MEASURE GATE OXIDE THICKNESS|DEPOSIT POLYSILICON|POLYSILICON ANNEAL|MEASURE POLY THICKNESS
